Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,_pmid_norm,_year_int,_issn_norm,_title_norm,APC 2025 (USD),Publisher,Journal,_journal_label,_publisher,apc_original,_waived_by_issn,_waived_by_title,_is_waived,apc_effective
R01AI150559,"Department of Microbiology-Immunology, Northwestern University Feinberg School of Medicine, Chicago, IL, USA. mojgan.naghavi@northwestern.edu.",2021,"Naghavi, Mojgan H",England,1742-4690,1,<a href='https://pubmed.ncbi.nlm.nih.gov/34229718'>Retrovirology</a>,Retrovirology,18,eng,19,8259435,34229718,2021 07 06,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8259435'>HIV-1 capsid exploitation of the host microtubule cytoskeleton during early infection.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34229718&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8259435/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34229718'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8259435/'>Cited By, Google</a>",2.21,34229718,2021,17424690,retrovirology,,,,Retrovirology,Unknown,,False,False,False,
R01MH082830,"University of Connecticut School of Medicine, Farmington, CT, USA.",2021,"Greene, Carolyn A; Wesley, Alexis Lighten; McCarthy, Kimberly J; Anderson, Erica L; Wakschlag, Lauren S; Briggs-Gowan, Margaret J",England,1745-0128,1,<a href='https://pubmed.ncbi.nlm.nih.gov/34249135'>Vulnerable children and youth studies</a>,Vulnerable Child Youth Stud,16,eng,19-Jul,8261680,34249135,2021,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8261680'>Maternal Socialization is Associated with Prosocial Behavior in At-Risk Young Children.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34249135&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8261680/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34249135'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8261680/'>Cited By, Google</a>", ,34249135,2021,17450128,vulnerable child youth stud,,,,Vulnerable Child Youth Stud,Unknown,,False,False,False,
P01AG011412,"Department of Medicine, Division of Endocrinology, Metabolism, and Molecular Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2021,"Hepler, Chelsea; Bass, Joseph",United States,1095-9203,6547,"<a href='https://pubmed.ncbi.nlm.nih.gov/34112679'>Science (New York, N.Y.)</a>",Science,372,eng,1147-1148,10020896,34112679,2021 Jun 11,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10020896'>Supplements to treat prediabetes.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34112679&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10020896/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34112679'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10020896/'>Cited By, Google</a>",0.17,34112679,2021,10959203,science,,,,Science,Unknown,,False,False,False,
R01AG030142,"Department of Neurology, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, United States.",2021,"Sadleir, Katherine R; Popovoic, Jelena; Zhu, Wei; Reidel, Cory T; Do, Ha; Silverman, Richard B; Vassar, Robert",United Arab Emirates,1875-5828,4,<a href='https://pubmed.ncbi.nlm.nih.gov/34259145'>Current Alzheimer research</a>,Curr Alzheimer Res,18,eng,283-297,9527523,34259145,2021,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9527523'>Pregabalin Treatment does not Affect Amyloid Pathology in 5XFAD Mice.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34259145&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9527523/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34259145'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9527523/'>Cited By, Google</a>",0.29,34259145,2021,18755828,curr alzheimer res,,,,Curr Alzheimer Res,Unknown,,False,False,False,
P30CA060553,"Department of Microbiology-Immunology, Northwestern University, Feinberg School of Medicine,,Chicago, IL 60611, USA.",2021,"Minasov, George; Rosas-Lemus, Monica; Shuvalova, Ludmilla; Inniss, Nicole L; Brunzelle, Joseph S; Daczkowski, Courtney M; Hoover, Paul; Mesecar, Andrew D; Satchell, Karla J F",United States,1937-9145,689,<a href='https://pubmed.ncbi.nlm.nih.gov/34131072'>Science signaling</a>,Sci Signal,14,eng, ,8432954,34131072,2021 06 29,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8432954'>Mn2+ coordinates Cap-0-RNA to align substrates for efficient 2'-O-methyl transfer by SARS-CoV-2 nsp16.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34131072&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8432954/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34131072'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8432954/'>Cited By, Google</a>",1.15,34131072,2021,19379145,sci signal,,,,Sci Signal,Unknown,,False,False,False,
R21MH110374,"Psychology, Northwestern University, United States. Electronic address: hrcowan@u.northwestern.edu.",2021,"Cowan, Henry R; Mittal, Vijay A; McAdams, Dan P",United States,1873-7811, ,<a href='https://pubmed.ncbi.nlm.nih.gov/34274799'>Clinical psychology review</a>,Clin Psychol Rev,88,eng,102067,8376804,34274799,2021 Aug,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8376804'>Narrative identity in the psychosis spectrum: A systematic review and developmental model.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34274799&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8376804/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34274799'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8376804/'>Cited By, Google</a>",3.54,34274799,2021,18737811,clin psychol rev,,,,Clin Psychol Rev,Unknown,,False,False,False,
K26OD010945,"Department of Biomedical Sciences, Cedars-Sinai Medical Center, 8700 Beverly Blvd., Los Angeles, CA 90048, USA.",2021,"Cao, Duo-Yao; Giani, Jorge F; Veiras, Luciana C; Bernstein, Ellen A; Okwan-Duodu, Derick; Ahmed, Faizan; Bresee, Catherine; Tourtellotte, Warren G; Karumanchi, S Ananth; Bernstein, Kenneth E; Khan, Zakir",United States,1946-6242,604,<a href='https://pubmed.ncbi.nlm.nih.gov/34321319'>Science translational medicine</a>,Sci Transl Med,13,eng, ,10370421,34321319,2021 Jul 28,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10370421'>An ACE inhibitor reduces bactericidal activity of human neutrophils in vitro and impairs mouse neutrophil activity in vivo.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34321319&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10370421/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34321319'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10370421/'>Cited By, Google</a>",2.59,34321319,2021,19466242,sci transl med,,,,Sci Transl Med,Unknown,,False,False,False,
P01AG011412,"Department of Molecular Biosciences, Northwestern University, Evanston, IL 60208, USA.",2021,"Ness-Cohn, Elan; Allada, Ravi; Braun, Rosemary",United States,1095-9203,6539,"<a href='https://pubmed.ncbi.nlm.nih.gov/33859007'>Science (New York, N.Y.)</a>",Science,372,eng, ,9172996,33859007,2021 04 16,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9172996'>Comment on 'Circadian rhythms in the absence of the clock gene Bmal1'.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33859007&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9172996/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33859007'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9172996/'>Cited By, Google</a>",1,33859007,2021,10959203,science,,,,Science,Unknown,,False,False,False,
U01DK126045,"Department of Obstetrics and Gynecology, Northwestern University, Chicago, Illinois.",2021,"Brown, Oluwateniola; Simon, Melissa A",United States,1532-5520,2,<a href='https://pubmed.ncbi.nlm.nih.gov/33859095'>Clinical obstetrics and gynecology</a>,Clin Obstet Gynecol,64,eng,266-275,8552501,33859095,2021 Jun 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8552501'>Applying a Health Equity Lens to Urinary Incontinence.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33859095&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8552501/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33859095'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8552501/'>Cited By, Google</a>",1.91,33859095,2021,15325520,clin obstet gynecol,,,,Clin Obstet Gynecol,Unknown,,False,False,False,
UL1TR001422,"Institute for Sexual and Gender Minority Health and Wellbeing, Northwestern University.",2021,"Schrock, Joshua M; Ryan, Daniel T; Saber, Rana; Benbow, Nanette; Vaught, Lauren A; Reiser, Nina; Velez, Matthew P; Hsieh, Ryan; Newcomb, Michael; Demonbreun, Alexis R; Mustanski, Brian; McNally, Elizabeth M; D'Aquila, Richard; McDade, Thomas W",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/33758903'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,7987062,33758903,2021 Mar 12,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7987062'>Exposure to SARS-CoV-2 within the household is associated with greater symptom severity and stronger antibody responses in a community-based sample of seropositive adults.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33758903&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7987062/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33758903'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7987062/'>Cited By, Google</a>",0.05,33758903,2021,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
T32GM105538, ,2021,"Brenner, Benjamin; Song, Ki-Hee; Sun, Cheng; Zhang, Hao F",United States,1539-4522,13,<a href='https://pubmed.ncbi.nlm.nih.gov/33983297'>Applied optics</a>,Appl Opt,60,eng,3647-3658,8648066,33983297,2021 May 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8648066'>Improving spatial precision and field-of-view in wavelength-tagged single-particle tracking using spectroscopic single-molecule localization microscopy.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33983297&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8648066/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33983297'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8648066/'>Cited By, Google</a>",0.36,33983297,2021,15394522,appl opt,,,,Appl Opt,Unknown,,False,False,False,
UL1TR001422,"Center for Behavioral Intervention Technologies (CBITs), Department of Preventive Medicine, Feinberg School of Medicine, Northwestern University, 750 North Lake Shore Drive, 10 Floor, Chicago, IL 60611, United States of America.",2021,"Meyerhoff, Jonah; Haldar, Shefali; Mohr, David C",Netherlands,2214-7829, ,<a href='https://pubmed.ncbi.nlm.nih.gov/34026568'>Internet interventions</a>,Internet Interv,25,eng,100399,8122167,34026568,2021 Sep,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8122167'>The Supportive Accountability Inventory: Psychometric properties of a measure of supportive accountability in coached digital interventions.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34026568&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8122167/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34026568'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8122167/'>Cited By, Google</a>",0.94,34026568,2021,22147829,internet interv,,,,Internet Interv,Unknown,,False,False,False,
R01DK101730,"Division of Nephrology and Hypertension, Department of Medicine and Center for Translational Metabolism and Health, Institute for Public Health and Medicine, Northwestern University Feinberg School of Medicine, Chicago, Illinois, USA.",2021,"Isakova, Tamara; Martin, Aline",England,1473-6543,4,<a href='https://pubmed.ncbi.nlm.nih.gov/34027901'>Current opinion in nephrology and hypertension</a>,Curr Opin Nephrol Hypertens,30,eng,385-386, ,34027901,2021 07 01,Editorial: A humble way forward amid hype and hope.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34027901&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Editorial: A humble way forward amid hype and hope.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34027901'>Cited By, PMID</a>", , ,34027901,2021,14736543,curr opin nephrol hypertens,,,,Curr Opin Nephrol Hypertens,Unknown,,False,False,False,
R01AR077691,"Department of Dermatology, Northwestern University Feinberg School of Medicine, Chicago, Illinois; Department of Neurology, Northwestern University Feinberg School of Medicine, Chicago, Illinois; Department of Pharmacology, Northwestern University Feinberg School of Medicine, Chicago, Illinois.",2021,"Nowak, Nicole C; Menichella, Daniela M; Miller, Richard; Paller, Amy S",United States,1878-1810, ,<a href='https://pubmed.ncbi.nlm.nih.gov/34029747'>Translational research : the journal of laboratory and clinical medicine</a>,Transl Res,236,eng,87-108,8380642,34029747,2021 10,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8380642'>Cutaneous innervation in impaired diabetic wound healing.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34029747&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8380642/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34029747'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8380642/'>Cited By, Google</a>",6.74,34029747,2021,18781810,transl res,,,,Transl Res,Unknown,,False,False,False,
DP2DA051912,"Department of Microbiology-Immunology, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611, USA.",2021,"Sanchez, Sarah; Palacio, Nicole; Dangi, Tanushree; Ciucci, Thomas; Penaloza-MacMaster, Pablo",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/33821275'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,8020975,33821275,2021 Apr 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8020975'>Limiting the priming dose of a SARS CoV-2 vaccine improves virus-specific immunity.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33821275&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8020975/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33821275'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8020975/'>Cited By, Google</a>",0.26,33821275,2021,,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R03MD011628,"Department of Anesthesiology, Northwestern University Feinberg School of Medicine, Chicago, Illinois.",2021,"Lange, Elizabeth M S; Toledo, Paloma",United States,1537-1913,3,<a href='https://pubmed.ncbi.nlm.nih.gov/34054060'>International anesthesiology clinics</a>,Int Anesthesiol Clin,59,eng,7-Jan,8187308,34054060,2021 Jul 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8187308'>Peripartum racial/ethnic disparities.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34054060&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8187308/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34054060'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8187308/'>Cited By, Google</a>",1.49,34054060,2021,15371913,int anesthesiol clin,,,,Int Anesthesiol Clin,Unknown,,False,False,False,
P50DA044121,"Shirley Ryan AbilityLab, Chicago, IL, USA.",2021,"Wakaizumi, Kenta; Vigotsky, Andrew D; Jabakhanji, Rami; Abdallah, Maryam; Barroso, Joana; Schnitzer, Thomas J; Apkarian, Apkar Vania; Baliki, Marwan N",New Zealand,2193-8237,1,<a href='https://pubmed.ncbi.nlm.nih.gov/33844170'>Pain and therapy</a>,Pain Ther,10,eng,691-709,8119524,33844170,2021 Jun,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8119524'>Psychosocial, Functional, and Emotional Correlates of Long-Term Opioid Use in Patients with Chronic Back Pain: A Cross-Sectional Case-Control Study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33844170&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8119524/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33844170'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8119524/'>Cited By, Google</a>",1.06,33844170,2021,21938237,pain ther,,,,Pain Ther,Unknown,,False,False,False,
R01AG069762,"Division of General Internal Medicine and Geriatrics, Northwestern University Feinberg School of Medicine, Chicago, Illinois.",2021,"Liss, David T; Uchida, Toshiko; Wilkes, Cheryl L; Radakrishnan, Ankitha; Linder, Jeffrey A",United States,1538-3598,22,<a href='https://pubmed.ncbi.nlm.nih.gov/34100866'>JAMA</a>,JAMA,325,eng,2294-2306, ,34100866,2021 Jun 08,General Health Checks in Adult Primary Care: A Review.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34100866&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=General Health Checks in Adult Primary Care: A Review.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34100866'>Cited By, PMID</a>", ,5.94,34100866,2021,15383598,jama,,,,JAMA,Unknown,,False,False,False,
R01NS117104,"Lerner Research Institute, Cleveland Clinic, Cleveland, OH, USA.",2021,"Bayik, Defne; Lathia, Justin D",England,1474-1768,8,<a href='https://pubmed.ncbi.nlm.nih.gov/34103704'>Nature reviews. Cancer</a>,Nat Rev Cancer,21,eng,526-536,8740903,34103704,2021 Aug,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8740903'>Cancer stem cell-immune cell crosstalk in tumour progression.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34103704&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8740903/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34103704'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8740903/'>Cited By, Google</a>",20.96,34103704,2021,14741768,nat rev cancer,,,,Nat Rev Cancer,Unknown,,False,False,False,
