Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,Unnamed: 21,_year_int,_issn_norm,APC 2025 (USD),Publisher,Journal
T32LM012203,"Northwestern University, Chicago, IL USA.",2020,"Graham, Eileen K; Weston, Sara J; Gerstorf, Denis; Yoneda, Tomiko B; Booth, Tom; Beam, Christopher R; Petkus, Andrew J; Drewelies, Johanna; Hall, Andrew N; Bastarache, Emily D; Estabrook, Ryne; Katz, Mindy J; Turiano, Nicholas A; Lindenberger, Ulman; Smith, Jacqui; Wagner, Gert G; Pedersen, Nancy L; Allemand, Mathias; Spiro 3rd, Avron; Deeg, Dorly J H; Johansson, Boo; Piccinin, Andrea M; Lipton, Richard B; Schaie, K Warner; Willis, Sherry; Reynolds, Chandra A; Deary, Ian J; Hofer, Scott M; Mroczek, Daniel K",England,0890-2070,3,<a href='https://pubmed.ncbi.nlm.nih.gov/33564207'>European journal of personality</a>,Eur J Pers,34,eng,301-321,7869960,33564207,2020 May,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7869960'>Trajectories of Big Five Personality Traits: A Coordinated Analysis of 16 Longitudinal Samples.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33564207&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7869960/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33564207'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7869960/'>Cited By, Google</a>",6.24,PMID(33564207) OR  ,2020,08902070,,,
T32GM144295,"Department of Chemical and Biological Engineering, Northwestern University, Evanston, IL 60208, USA.",2020,"Edelstein, Hailey I; Donahue, Patrick S; Muldoon, Joseph J; Kang, Anthony K; Dolberg, Taylor B; Battaglia, Lauren M; Allchin, Everett R; Hong, Mihe; Leonard, Joshua N",England,2397-7000,1,"<a href='https://pubmed.ncbi.nlm.nih.gov/33392392'>Synthetic biology (Oxford, England)</a>",Synth Biol (Oxf),5,eng,ysaa017,7759213,33392392,2020,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7759213'>Elucidation and refinement of synthetic receptor mechanisms.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33392392&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7759213/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33392392'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7759213/'>Cited By, Google</a>",0.87,PMID(33392392) OR  ,2020,23977000,,,
R01AG061708,"Department of Neurology, Northwestern University, Feinberg School of Medicine, Chicago, IL, USA.",2020,"Ozdinler, P Hande; Gautam, Mukesh; Gozutok, Oge; Konrad, Csaba; Manfredi, Giovanni; Area Gomez, Estela; Mitsumoto, Hiroshi; Erb, Marcella L; Tian, Zheng; Haase, Georg",England,2167-9223,sup1,<a href='https://pubmed.ncbi.nlm.nih.gov/33602014'>Amyotrophic lateral sclerosis & frontotemporal degeneration</a>,Amyotroph Lateral Scler Frontotemporal Degener,21,eng,35-46,8016556,33602014,2020 Nov,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8016556'>Better understanding the neurobiology of primary lateral sclerosis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33602014&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8016556/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33602014'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8016556/'>Cited By, Google</a>",0.2,PMID(33602014) OR  ,2020,21679223,,,
K01MH098902,"Department of Biobehavioral Health, Pennsylvania State University, University Park, PA 16802, USA.",2020,"Rosinger, Asher Y; Brewis, Alexandra; Wutich, Amber; Jepson, Wendy; Staddon, Chad; Stoler, Justin; Young, Sera L; Household Water Insecurity Experiences-Research Coordination Network HWISE-RCN",England,0959-3780, ,<a href='https://pubmed.ncbi.nlm.nih.gov/33707814'>Global environmental change : human and policy dimensions</a>,Glob Environ Change,65,eng, ,7946130,33707814,2020 Nov,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7946130'>Corrigendum to 'Water borrowing is consistently practiced globally and is associated with water-related system failures across diverse environments' [Global Environ. Change 64 (2020) 102148].</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33707814&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7946130/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33707814'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7946130/'>Cited By, Google</a>",0.22,PMID(33707814) OR  ,2020,09593780,,,
R01EY029121,"Biomedical Engineering Department, Northwestern University, Evanston, IL, 60208, USA.",2020,"Dong, Biqin; Song, Ki-Hee; Davis, Janel L; Zhang, Hao F; Sun, Cheng",Germany,2699-9293,2,<a href='https://pubmed.ncbi.nlm.nih.gov/33709086'>Advanced photonics research</a>,Adv Photonics Res,1,eng, ,7942786,33709086,2020 Dec,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7942786'>Sub-10-nm distance measurements between fluorophores using photon-accumulation enhanced reconstruction (PACER).</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33709086&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7942786/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33709086'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7942786/'>Cited By, Google</a>",2.26,PMID(33709086) OR  ,2020,26999293,,,
R01GM139151,"Biomedical Engineering Department, Northwestern University, Evanston, IL, 60208, USA.",2020,"Dong, Biqin; Song, Ki-Hee; Davis, Janel L; Zhang, Hao F; Sun, Cheng",Germany,2699-9293,2,<a href='https://pubmed.ncbi.nlm.nih.gov/33709086'>Advanced photonics research</a>,Adv Photonics Res,1,eng, ,7942786,33709086,2020 Dec,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7942786'>Sub-10-nm distance measurements between fluorophores using photon-accumulation enhanced reconstruction (PACER).</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33709086&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7942786/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33709086'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7942786/'>Cited By, Google</a>",2.26,PMID(33709086) OR  ,2020,26999293,,,
R01CA165309,"Biomedical Engineering Department, Northwestern University, Evanston, IL, 60208, USA.",2020,"Dong, Biqin; Song, Ki-Hee; Davis, Janel L; Zhang, Hao F; Sun, Cheng",Germany,2699-9293,2,<a href='https://pubmed.ncbi.nlm.nih.gov/33709086'>Advanced photonics research</a>,Adv Photonics Res,1,eng, ,7942786,33709086,2020 Dec,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7942786'>Sub-10-nm distance measurements between fluorophores using photon-accumulation enhanced reconstruction (PACER).</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33709086&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7942786/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33709086'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7942786/'>Cited By, Google</a>",2.26,PMID(33709086) OR  ,2020,26999293,,,
K01DA046716,"Institute for Sexual and Gender Minority Health and Wellbeing, Northwestern University.",2020,"Feinstein, Brian A; Xavier Hall, Casey D; Dyar, Christina; Davila, Joanne",United States,1529-9716,3,<a href='https://pubmed.ncbi.nlm.nih.gov/33727893'>Journal of bisexuality</a>,J Bisex,20,eng,324-341,7958702,33727893,2020,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7958702'>Motivations for sexual identity concealment and their associations with mental health among bisexual, pansexual, queer, and fluid (bi+) individuals.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33727893&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7958702/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33727893'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7958702/'>Cited By, Google</a>",3.22,PMID(33727893) OR  ,2020,15299716,,,
R01DC005794,"Department of Linguistics, Northwestern University, Evanston, IL 60208, USA.",2020,"Blasingame, Michael; Bradlow, Ann R",Switzerland,2226-471X,4,"<a href='https://pubmed.ncbi.nlm.nih.gov/33732634'>Languages (Basel, Switzerland)</a>",Languages (Basel),5,eng, ,7963366,33732634,2020 Dec,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7963366'>Early versus Extended Exposure in Speech Perception Learning: Evidence from Switched-Dominance Bilinguals.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33732634&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7963366/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33732634'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7963366/'>Cited By, Google</a>",1.09,PMID(33732634) OR  ,2020,2226471X,,,
R01HD059858,"Department of Communication Sciences and Disorders, Northwestern University, 2240 Campus Drive, Evanston, IL 60208.",2020,"Ning, Siqi; Hayakawa, Sayuri; Bartolotti, James; Marian, Viorica",England,0911-6044, ,<a href='https://pubmed.ncbi.nlm.nih.gov/33737765'>Journal of neurolinguistics</a>,J Neurolinguistics,56,eng, ,7963265,33737765,2020 Nov,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7963265'>On Language and Thought: Bilingual Experience Influences Semantic Associations.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33737765&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7963265/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33737765'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7963265/'>Cited By, Google</a>",0.23,PMID(33737765) OR  ,2020,09116044,,,
R01HD059858,"Department of Communication Sciences and Disorders, Northwestern University, Evanston, IL, USA.",2020,"Hayakawa, Sayuri; Shook, Anthony; Marian, Viorica",United States,1367-0069,6-May,"<a href='https://pubmed.ncbi.nlm.nih.gov/33737858'>The international journal of bilingualism : cross-disciplinary, cross-linguistic studies of language behavior</a>",Int J Billing,24,eng,999-1016,7963402,33737858,2020 Oct,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7963402'>When It's Harder to Ignorar than to Ignore: Evidence of Greater Attentional Capture from a Non-Dominant Language.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33737858&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7963402/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33737858'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7963402/'>Cited By, Google</a>",0.39,PMID(33737858) OR  ,2020,13670069,,,
R01MH118741,"Northwestern University, Department of Psychology, Evanston, IL, USA.",2020,"Osborne, K Juston; Walther, Sebastian; Shankman, Stewart A; Mittal, Vijay A",Netherlands,2666-1446, ,<a href='https://pubmed.ncbi.nlm.nih.gov/33738459'>Biomarkers in neuropsychiatry</a>,Biomark Neuropsychiatry,2,eng, ,7963400,33738459,2020 Jun,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7963400'>Psychomotor Slowing in Schizophrenia: Implications for Endophenotype and Biomarker Development.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33738459&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7963400/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33738459'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7963400/'>Cited By, Google</a>",3.48,PMID(33738459) OR  ,2020,26661446,,,
R21MH119677,"Northwestern University, Department of Psychology, Evanston, IL, USA.",2020,"Osborne, K Juston; Walther, Sebastian; Shankman, Stewart A; Mittal, Vijay A",Netherlands,2666-1446, ,<a href='https://pubmed.ncbi.nlm.nih.gov/33738459'>Biomarkers in neuropsychiatry</a>,Biomark Neuropsychiatry,2,eng, ,7963400,33738459,2020 Jun,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7963400'>Psychomotor Slowing in Schizophrenia: Implications for Endophenotype and Biomarker Development.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33738459&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7963400/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33738459'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7963400/'>Cited By, Google</a>",3.48,PMID(33738459) OR  ,2020,26661446,,,
R01CA241532,"Department of Radiology, Feinberg School of Medicine, Northwestern University Chicago, IL 60611, USA.",2020,"Yang, Jia; Eresen, Aydin; Shangguan, Junjie; Ma, Quanhong; Zhang, Zhuoli; Yaghmai, Vahid",United States,2156-6976,11,<a href='https://pubmed.ncbi.nlm.nih.gov/33294276'>American journal of cancer research</a>,Am J Cancer Res,10,eng,3911-3919,7716172,33294276,2020,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7716172'>Effect of route of administration on the efficacy of dendritic cell vaccine in PDAC mice.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33294276&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7716172/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33294276'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7716172/'>Cited By, Google</a>",0.42,PMID(33294276) OR  ,2020,21566976,,,
R01MH097216,"Department of Physiology, Northwestern University, Chicago, IL.",2020,"Forrest, Marc P; Penzes, Peter",United States,1043-3155, ,<a href='https://pubmed.ncbi.nlm.nih.gov/33304087'>Pediatric neurology briefs</a>,Pediatr Neurol Briefs,34,eng,13,7718098,33304087,2020 Dec 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7718098'>Autism Genetics: Over 100 Risk Genes and Counting.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33304087&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7718098/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33304087'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7718098/'>Cited By, Google</a>",0.12,PMID(33304087) OR  ,2020,10433155,,,
R01NS100785,"Department of Physiology, Northwestern University, Chicago, IL.",2020,"Forrest, Marc P; Penzes, Peter",United States,1043-3155, ,<a href='https://pubmed.ncbi.nlm.nih.gov/33304087'>Pediatric neurology briefs</a>,Pediatr Neurol Briefs,34,eng,13,7718098,33304087,2020 Dec 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7718098'>Autism Genetics: Over 100 Risk Genes and Counting.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33304087&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7718098/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33304087'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7718098/'>Cited By, Google</a>",0.12,PMID(33304087) OR  ,2020,10433155,,,
KL2TR001424,"Department of Epidemiology, University of Washington, Seattle, WA, USA.",2020,"Chen, Yan; Zelnick, Leila R; Wang, Ke; Katz, Ronit; Hoofnagle, Andrew N; Becker, Jessica O; Hsu, Chi-Yuan; Go, Alan S; Feldman, Harold I; Mehta, Rupal C; Lash, James P; Waikar, Sushrut S; Hamm, L; Chen, Jing; Shafi, Tariq; Kestenbaum, Bryan R; CRIC Study Investigators",England,1460-2385,7,"<a href='https://pubmed.ncbi.nlm.nih.gov/33330914'>Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association</a>",Nephrol Dial Transplant,36,eng,1271-81,8237987,33330914,2020 Nov 17,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8237987'>Association of tubular solute clearances with the glomerular filtration rate and complications of chronic kidney disease: the Chronic Renal Insufficiency Cohort study.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33330914&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8237987/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33330914'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8237987/'>Cited By, Google</a>",1.08,PMID(33330914) OR  ,2020,14602385,,,
UL1TR001422,"Feinberg School of medicine, Northwestern University, 676 North Saint Clair Street, Chicago, IL 60611, USA.",2020,"Kou, Wenjun; Carlson, Dustin A; Patankar, Neelesh A; Kahrilas, Peter J; Pandolfino, John E",England,1756-283X, ,<a href='https://pubmed.ncbi.nlm.nih.gov/33178334'>Therapeutic advances in gastroenterology</a>,Therap Adv Gastroenterol,13,eng,1756284820969050,7592175,33178334,2020,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7592175'>Four-dimensional impedance manometry derived from esophageal high-resolution impedance-manometry studies: a novel analysis paradigm.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33178334&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7592175/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33178334'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7592175/'>Cited By, Google</a>",0.75,PMID(33178334) OR  ,2020,1756283X,,,
R34DA050266,"Human Development and Family Science, Oklahoma State University, 700 North Greenwood Ave, Tulsa, OK 74106 USA.",2020,"Morris, Amanda Sheffield; Wakschlag, Lauren; Krogh-Jespersen, Sheila; Fox, Nathan; Planalp, Beth; Perlman, Susan B; Shuffrey, Lauren C; Smith, Beth; Lorenzo, Nicole E; Amso, Dima; Coles, Claire D; Johnson, Scott P",Switzerland,2662-2416,4,<a href='https://pubmed.ncbi.nlm.nih.gov/33196052'>Adversity and resilience science</a>,Advers Resil Sci,1,eng,247-267,7649097,33196052,2020,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7649097'>Principles for Guiding the Selection of Early Childhood Neurodevelopmental Risk and Resilience Measures: HEALthy Brain and Child Development Study as an Exemplar.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33196052&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7649097/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33196052'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7649097/'>Cited By, Google</a>",2.57,PMID(33196052) OR  ,2020,26622416,,,
