Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,Unnamed: 21,_year_int,_issn_norm,APC 2025 (USD),Publisher,Journal
R01DK074970,"Section of Endocrinology and Metabolism, John W. Deming Department of Medicine, Tulane University School of Medicine, New Orleans, LA, USA.",2024,"Qadir, Mirza Muhammad Fahd; Elgamal, Ruth M; Song, Keijing; Kudtarkar, Parul; Sakamuri, Siva S V P; Katakam, Prasad V; El-Dahr, Samir S; Kolls, Jay K; Gaulton, Kyle J; Mauvais-Jarvis, Franck",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39011095'>Research square</a>,Res Sq, ,eng, ,11247939,39011095,2024 Jul 03,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11247939'>Single cell regulatory architecture of human pancreatic islets suggests sex differences in Î² cell function and the pathogenesis of type 2 diabetes.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39011095&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11247939/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39011095'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11247939/'>Cited By, Google</a>", ,PMID(39011095) OR  ,2024,26935015,,,
T32GM008061,"Department of Molecular Biosciences, Northwestern University.",2024,"VanBelzen, Jake; Sakelaris, Bennet; Brickner, Donna Garvey; Marcou, Nikita; Riecke, Hermann; Mangan, Niall; Brickner, Jason H",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39026809'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11257477,39026809,2024 Oct 10,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11257477'>Chromatin endogenous cleavage provides a global view of yeast RNA polymerase II transcription kinetics.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39026809&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11257477/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39026809'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11257477/'>Cited By, Google</a>", ,PMID(39026809) OR  ,2024,26928205,,,
R35GM136419,"Department of Molecular Biosciences, Northwestern University.",2024,"VanBelzen, Jake; Sakelaris, Bennet; Brickner, Donna Garvey; Marcou, Nikita; Riecke, Hermann; Mangan, Niall; Brickner, Jason H",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39026809'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11257477,39026809,2024 Oct 10,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11257477'>Chromatin endogenous cleavage provides a global view of yeast RNA polymerase II transcription kinetics.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39026809&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11257477/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39026809'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11257477/'>Cited By, Google</a>", ,PMID(39026809) OR  ,2024,26928205,,,
UL1TR001422,Northwestern Memorial Hospital.,2024,"Zhang, Ming May; Mousa-Ibrahim, Fady; Leshko, Nicole A",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39070621'>Research square</a>,Res Sq, ,eng, ,11276005,39070621,2024 Jul 18,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11276005'>Early vs. Late Anticoagulation in Acute Ischemic Stroke for Non-Atrial Fibrillation Indications.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39070621&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11276005/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39070621'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11276005/'>Cited By, Google</a>", ,PMID(39070621) OR  ,2024,26935015,,,
OT2OD026557,"Department of Medical and Molecular Genetics, Indiana University School of Medicine.",2024,"Lai, Dongbing; Zhang, Michael; Green, Nick; Abreu, Marco; Schwantes-An, Tae-Hwi; Parker, Clarissa; Zhang, Shanshan; Jin, Fulai; Sun, Anna; Zhang, Pengyue; Edenberg, Howard; Liu, Yunlong; Foroud, Tatiana",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39070649'>Research square</a>,Res Sq, ,eng, ,11275984,39070649,2024 Jul 16,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11275984'>Genome-wide meta-analyses of cross substance use disorders in European, African, and Latino ancestry populations.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39070649&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11275984/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39070649'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11275984/'>Cited By, Google</a>", ,PMID(39070649) OR  ,2024,26935015,,,
F31HL166079,"Physical Therapy and Human Movement Sciences, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Zvolanek, Kristina M; Moore, Jackson E; Jarvis, Kelly; Moum, Sarah J; Bright, Molly G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38746187'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11092525,38746187,2024 Oct 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11092525'>Macrovascular blood flow and microvascular cerebrovascular reactivity are regionally coupled in adolescence.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38746187&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11092525/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38746187'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11092525/'>Cited By, Google</a>", ,PMID(38746187) OR  ,2024,26928205,,,
R01EY034740,"Department of Biomedical Engineering, Northwestern University, Evanston, IL.",2024,"Kim, Daniel; Fang, Raymond; Zhang, Pengpeng; Sun, Cheng; Li, Guorong; Montgomery, Christa; John, Simon W M; Stamer, W Daniel; Zhang, Hao F; Ethier, C Ross",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39091756'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11291131,39091756,2024 Jul 25,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11291131'>In vivo quantification of anterior and posterior chamber volumes in mice: implications for aqueous humor dynamics.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39091756&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11291131/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39091756'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11291131/'>Cited By, Google</a>", ,PMID(39091756) OR  ,2024,26928205,,,
U01EY033001,"Department of Biomedical Engineering, Northwestern University, Evanston, IL.",2024,"Kim, Daniel; Fang, Raymond; Zhang, Pengpeng; Sun, Cheng; Li, Guorong; Montgomery, Christa; John, Simon W M; Stamer, W Daniel; Zhang, Hao F; Ethier, C Ross",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39091756'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11291131,39091756,2024 Jul 25,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11291131'>In vivo quantification of anterior and posterior chamber volumes in mice: implications for aqueous humor dynamics.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39091756&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11291131/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39091756'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11291131/'>Cited By, Google</a>", ,PMID(39091756) OR  ,2024,26928205,,,
R01DA053028,"Department of Population & Quantitative Health Sciences, School of Medicine, Case Western Reserve University, Cleveland, OH, USA.",2024,"Upadhyaya, Dipak P; Shaikh, Aasef G; Cakir, Gokce Busra; Prantzalos, Katrina; Golnari, Pedram; Ghasia, Fatema F; Sahoo, Satya S",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38765973'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11100845,38765973,2024 May 10,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11100845'>A 360Â° View for Large Language Models: Early Detection of Amblyopia in Children using Multi-View Eye Movement Recordings.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38765973&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11100845/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38765973'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11100845/'>Cited By, Google</a>", ,PMID(38765973) OR  ,2024,,,,
P30CA060553,"Department of Chemical and Biological Engineering, Northwestern University, Evanston, IL, USA.",2024,"Callisto, Alec; Strutz, Jonathan; Leeper, Kathleen; Kalhor, Reza; Church, George; Tyo, Keith E J; Bhan, Namita",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38765976'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11100781,38765976,2024 Dec 09,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11100781'>Post-translational digital data encoding into the genomes of mammalian cell populations.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38765976&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11100781/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38765976'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11100781/'>Cited By, Google</a>", ,PMID(38765976) OR  ,2024,26928205,,,
DP2EY027983,"Department of Neurobiology, Northwestern University, Evanston, IL.",2024,"Contreras, E; Liang, C; Mahoney, H L; Javier, J L; Luce, M L; Labastida Medina, K; Bozza, T; Schmidt, T M",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38766000'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11100754,38766000,2024 May 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11100754'>Flp-recombinase mouse line for genetic manipulation of ipRGCs.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38766000&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11100754/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38766000'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11100754/'>Cited By, Google</a>", ,PMID(38766000) OR  ,2024,26928205,,,
T32HL007909,"Department of Neurobiology, Northwestern University, Evanston, IL.",2024,"Contreras, E; Liang, C; Mahoney, H L; Javier, J L; Luce, M L; Labastida Medina, K; Bozza, T; Schmidt, T M",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38766000'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11100754,38766000,2024 May 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11100754'>Flp-recombinase mouse line for genetic manipulation of ipRGCs.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38766000&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11100754/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38766000'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11100754/'>Cited By, Google</a>", ,PMID(38766000) OR  ,2024,26928205,,,
R21EY033523,"Department of Neurobiology, Northwestern University, Evanston, IL.",2024,"Contreras, E; Liang, C; Mahoney, H L; Javier, J L; Luce, M L; Labastida Medina, K; Bozza, T; Schmidt, T M",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38766000'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11100754,38766000,2024 May 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11100754'>Flp-recombinase mouse line for genetic manipulation of ipRGCs.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38766000&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11100754/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38766000'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11100754/'>Cited By, Google</a>", ,PMID(38766000) OR  ,2024,26928205,,,
R01DK130963,NorthShore University HealthSystem.,2024,"Glaser, Alexander P; Smith, Abigail R; Maglaque, Dacey; Helfand, Brian T; Mohamed, Rowida; An, Hosanna; Marquez, Melissa; Talaty, Pooja; Carolan, Padraig; Geller, Aaron M; Farina, Francesca R; Jensen, Sally E; Griffith, James W",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38766034'>Research square</a>,Res Sq, ,eng, ,11100908,38766034,2024 May 06,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11100908'>Enhanced Clinical Decisions for Management of Benign Prostatic Hyperplasia using Patient-Reported Outcomes: Protocol for a Prospective Observational Study.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38766034&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11100908/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38766034'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11100908/'>Cited By, Google</a>", ,PMID(38766034) OR  ,2024,26935015,,,
P01AG049665,"Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL.",2024,"Grudzinski, Kevin M; Fenske, Samuel; Peltekian, Alec; Markov, Nikolay S; Pawlowski, Anna; Kang, Mengjia; Walter, James M; Pickens, Chiagozie I; Nadig, Nandita R; Agrawal, Ankit; Singer, Benjamin D; Wunderink, Richard G; Gao, Catherine A",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38766045'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11100846,38766045,2024 Nov 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11100846'>Neutrophil percentages in bronchoalveolar lavage fluid: Implications for diagnosing bacterial pneumonia in patients with immunocompromise and neutropenia.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38766045&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11100846/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38766045'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11100846/'>Cited By, Google</a>", ,PMID(38766045) OR  ,2024,,,,
F32DK137477,"Department of Pharmacology, Feinberg School of Medicine, Northwestern University, Chicago, Illinois, USA.",2024,"Larmore, Megan; Palomero, Orhi Esarte; Kamat, Neha P; DeCaen, Paul G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38766162'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11100589,38766162,2024 Aug 10,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11100589'>A synthetic method to assay polycystin channel biophysics.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38766162&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11100589/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38766162'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11100589/'>Cited By, Google</a>", ,PMID(38766162) OR  ,2024,26928205,,,
R01HL122328,"From the Institute of Policy Research, Northwestern University (M. Chen, E. Chen, Gallivan, Brody, Passarelli, Miller), Evanston, Illinois; and Saint Louis University School of Medicine (Brody), St. Louis, Missouri.",2024,"Chen, Michelle A; Chen, Edith; Gallivan, Shanti U; Brody, Elizabeth J; Passarelli, Veronica; Miller, Gregory E",United States,1534-7796,8,<a href='https://pubmed.ncbi.nlm.nih.gov/39109943'>Psychosomatic medicine</a>,Psychosom Med,86,eng,660-669,11444907,39109943,2024 Oct 01,"Socioeconomic Disadvantage, Neighborhood Belonging, and Inflammation Among Adolescents.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39109943&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11444907/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39109943'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11444907/'>Cited By, Google</a>", ,PMID(39109943) OR  ,2024,15347796,,,
R01GM139151,"Department of Biomedical Engineering, Northwestern University, Evanston IL 60201, USA.",2024,"Yeo, Wei-Hong; Brenner, Benjamin; Lee, Youngseop; Kweon, Junghun; Sun, Cheng; Zhang, Hao F",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38798392'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11118294,38798392,2024 May 14,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11118294'>Maximizing photon utilization in spectroscopic single-molecule localization microscopy using symmetrically dispersed dual-wedge prisms.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38798392&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11118294/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38798392'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11118294/'>Cited By, Google</a>", ,PMID(38798392) OR  ,2024,26928205,,,
T32MH067564, ,2024,"Piantadosi, Sean C; Lee, Min-Kyu; Wu, Mingzheng; Huynh, Huong; Avila, Raudel; Pizzano, Carina; Zamorano, Catalina A; Wu, Yixin; Xavier, Rachael; Stanslaski, Maria; Kang, Jiheon; Thai, Sarah; Kim, Youngdo; Zhang, Jinglan; Huang, Yonggang; Kozorovitskiy, Yevgenia; Good, Cameron H; Banks, Anthony R; Rogers, John A; Bruchas, Michael R",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38798493'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11118345,38798493,2024 May 14,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11118345'>An integrated microfluidic and fluorescence platform for probing in vivo neuropharmacology.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38798493&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11118345/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38798493'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11118345/'>Cited By, Google</a>", ,PMID(38798493) OR  ,2024,26928205,,,
