Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,_pmid_norm,_year_int,_issn_norm,_title_norm,APC 2025 (USD),Publisher,Journal,_journal_label,_publisher,apc_original,_waived_by_issn,_waived_by_title,_is_waived,apc_effective
U10HD063020, ,2024,"Barcelona, Veronica; Chen, LinQin; Zhao, Yihong; Samari, Goleen; Monk, Catherine; McNeil, Rebecca; Baccarelli, Andrea A; Wapner, Ronald",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38352522'>Research square</a>,Res Sq, ,eng, ,10862945,38352522,2024 Jan 30,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10862945'>Associations between individual and structural level racism and gestational age at birth in the Nulliparous Pregnancy Outcomes Study: Monitoring mothers-to-be.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38352522&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10862945/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38352522'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10862945/'>Cited By, Google</a>", ,38352522,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
U24OD023319,"Department of Psychology, Pennsylvania State University.",2024,"Chen, Tong; Liu, Chang; Molenaar, Peter C M; Leve, Leslie D; Ganiban, Jody M; Natsuaki, Misaki N; Shaw, Daniel S; Neiderhiser, Jenae M",United States,1939-0599,4,<a href='https://pubmed.ncbi.nlm.nih.gov/38358664'>Developmental psychology</a>,Dev Psychol,60,eng,747-763,11456280,38358664,2024 Apr,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11456280'>Examining timing effects in the intergenerational transmission of anxiety and depressive symptoms: A genetically informed study.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38358664&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11456280/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38358664'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11456280/'>Cited By, Google</a>", ,38358664,2024,19390599,dev psychol,,,,Dev Psychol,Unknown,,False,False,False,
OT2OD026557,"Department of Neurology, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA, 90095, United States.",2024,"Fu, Mingzhou; Valiente-Banuet, Leopoldo; Wadhwa, Satpal S; UCLA Precision Health Data Discovery Repository Working Group; UCLA Precision Health ATLAS Working Group; Pasaniuc, Bogdan; Vossel, Keith; Chang, Timothy S",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370649'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10871463,38370649,2024 Feb 06,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871463'>Improving genetic risk modeling of dementia from real-world data in underrepresented populations.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370649&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871463/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370649'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871463/'>Cited By, Google</a>", ,38370649,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
R00NS119787,"Department of Neuroscience, Columbia University Medical Center, New York, NY, USA.",2024,"Zimnik, Andrew J; Cora Ames, K; An, Xinyue; Driscoll, Laura; Lara, Antonio H; Russo, Abigail A; Susoy, Vladislav; Cunningham, John P; Paninski, Liam; Churchland, Mark M; Glaser, Joshua I",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370650'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10871230,38370650,2024 Feb 06,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871230'>Identifying Interpretable Latent Factors with Sparse Component Analysis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370650&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871230/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370650'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871230/'>Cited By, Google</a>", ,38370650,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01MH078064,University of Miami.,2024,"Gabbay, Vilma; Ely, Benjamin; Vileisis, Julia; Petrovic, Zorica; Cicvaric, Ana; Asnis, Gregory; Kim-Schulze, Seunghee; Radulovic, Jelena",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38405791'>Research square</a>,Res Sq, ,eng, ,10889054,38405791,2024 Feb 05,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10889054'>Immune and Neural Response to Acute Social Stress in Adolescent Humans and Rodents.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38405791&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10889054/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38405791'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10889054/'>Cited By, Google</a>", ,38405791,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
D43TW010946,Muhimbili University of Health and Allied Sciences.,2024,"Siril, Hellen; Gitagno, David; Kaaya, Sylvia; Caputo, Matthew; Hirschhorn, Lisa; Nyamuhanga, Tumaini; Mtei, Rachel; Festo, Charles; Hawkins, Claudia",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38410463'>Research square</a>,Res Sq, ,eng, ,10896391,38410463,2024 Feb 16,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10896391'>Generalized and COVID related anxiety as risk factors for health outcomes among adolescents with HIV during COVID-19 in Tanzania.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38410463&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10896391/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38410463'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10896391/'>Cited By, Google</a>", ,38410463,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
R01MH107652,"Emotion and Development Branch, NIMH, Bethesda, Md. (Leibenluft, Brotman, Kircanski, Malone, Pine); Faculty of Brain Sciences, Division of Psychiatry and Division of Psychology and Language Sciences, University College London (Allen, Stringaris); Departments of Psychiatry, Pediatrics, and Psychological Science, University of Vermont, Burlington (Althoff); Department of Psychological Sciences, University of Connecticut, Storrs (Burke); Division of Child and Adolescent Psychiatry, Department of Psychiatry (Carlson), Department of Psychology (Klein, Silver), and Department of Psychiatry (Klein), Stony Brook University, Stony Brook, N.Y.; Division of Child and Adolescent Psychiatry, McLean Hospital, Harvard Medical School, Belmont, Mass. (Dickstein); Department of Psychology, University of Maryland, College Park (Dougherty); Department of Psychology, University of Miami, Coral Gables, Fla. (Evans); Departments of Psychiatry, Psychology, and Clinical and Translational Science, University of Pittsburgh, Pittsburgh (Mazefsky); Department of Psychiatry, Oregon Health and Science University, Portland (Nigg); Department of Psychology, Washington University at St. Louis, St. Louis (Perlman); Department of Psychology, Fordham University, New York (Roy); Child Mind Institute, New York (Salum); Division of Psychological Medicine and Clinical Neurosciences, Wolfson Centre for Young People's Mental Health, Centre for Neuropsychiatric Genetics and Genomics, Cardiff University, Cardiff, Wales, United Kingdom (Shakeshaft, Thapar); Division of Child and Adolescent Mental Health, Children's Hospital Colorado, University of Colorado School of Medicine, Denver (Stoddard); Yale Child Study Center, Yale School of Medicine, New Haven, Conn. (Tseng); Child and Adolescent Mental Health Research Group, Institut de Recerca Sant Joan de Déu, Esplugues de Llobregat, Barcelona, Spain (Vidal-Ribas); Department of Medical Social Sciences, Institute for Innovations in Developmental Sciences, and Institute for Policy Research, Northwestern University, Chicago (Wakschlag); First Department of Psychiatry, National and Kapodistrian University of Athens, and Aiginiteion Hospital, Athens, Greece (Stringaris).",2024,"Leibenluft, Ellen; Allen, Laura E; Althoff, Robert R; Brotman, Melissa A; Burke, Jeffrey D; Carlson, Gabrielle A; Dickstein, Daniel P; Dougherty, Lea R; Evans, Spencer C; Kircanski, Katharina; Klein, Daniel N; Malone, Eleanor P; Mazefsky, Carla A; Nigg, Joel; Perlman, Susan B; Pine, Daniel S; Roy, Amy Krain; Salum, Giovanni A; Shakeshaft, Amy; Silver, Jamilah; Stoddard, Joel; Thapar, Anita; Tseng, Wan-Ling; Vidal-Ribas, Pablo; Wakschlag, Lauren S; Stringaris, Argyris",United States,1535-7228,4,<a href='https://pubmed.ncbi.nlm.nih.gov/38419494'>The American journal of psychiatry</a>,Am J Psychiatry,181,eng,275-290,12010774,38419494,2024 Apr 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12010774'>Irritability in Youths: A Critical Integrative Review.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38419494&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12010774/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38419494'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12010774/'>Cited By, Google</a>",8.77,38419494,2024,15357228,am j psychiatry,,,,Am J Psychiatry,Unknown,,False,False,False,
F31NS131055,"The Ken and Ruth Davee Department of Neurology, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Zalon, Annie J; Quiriconi, Drew J; Pitcairn, Caleb; Mazzulli, Joseph R",United States,1089-4098,5,"<a href='https://pubmed.ncbi.nlm.nih.gov/38420922'>The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry</a>",Neuroscientist,30,eng,612-635,11358363,38420922,2024 Oct,α-Synuclein: Multiple pathogenic roles in trafficking and proteostasis pathways in Parkinson's disease.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38420922&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11358363/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38420922'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11358363/'>Cited By, Google</a>", ,38420922,2024,10894098,neuroscientist,,,,Neuroscientist,Unknown,,False,False,False,
R01GM140272, ,2024,"Kordon, Szymon P; Cechova, Kristina; Bandekar, Sumit J; Leon, Katherine; Dutka, Przemysław; Siffer, Gracie; Kossiakoff, Anthony A; Vafabakhsh, Reza; Araç, Demet",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38464178'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10925191,38464178,2024 Feb 26,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10925191'>Structural analysis and conformational dynamics of a holo-adhesion GPCR reveal interplay between extracellular and transmembrane domains.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38464178&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10925191/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38464178'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10925191/'>Cited By, Google</a>", ,38464178,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R00EB033857, ,2024,"Nguyen, Kim Truc; Rima, Xilal Y; Hisey, Colin L; Doon-Ralls, Jacob; Nagaraj, Chiranth K; Reátegui, Eduardo",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38464234'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10925179,38464234,2024 Feb 27,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10925179'>Limiting Brownian Motion to Enhance Immunogold Phenotyping and Superimpose Optical and Non-Optical Single-EP Analyses.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38464234&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10925179/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38464234'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10925179/'>Cited By, Google</a>", ,38464234,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
T32EB025766,"Department of Medical Physics, Faculty of Mathematics and Natural Sciences, University of Greifswald, Greifswald, Germany.",2024,"Winter, Patrick; Berhane, Haben; Moore, Jackson E; Aristova, Maria; Reichl, Teresa; Wollenberg, Julian; Richter, Adam; Jarvis, Kelly B; Patel, Abhinav; Caprio, Fan Z; Abdalla, Ramez N; Ansari, Sameer A; Markl, Michael; Schnell, Susanne",Switzerland,2673-8740, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38895589'>Frontiers in radiology</a>,Front Radiol,4,eng,1385424,11183785,38895589,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11183785'>Automated intracranial vessel segmentation of 4D flow MRI data in patients with atherosclerotic stenosis using a convolutional neural network.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38895589&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11183785/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38895589'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11183785/'>Cited By, Google</a>", ,38895589,2024,26738740,front radiol,,,,Front Radiol,Unknown,,False,False,False,
R01DK104927,"Division of Gastroenterology and Hepatology, University of Illinois Chicago.",2024,"Yazici, Cemal; Priyadarshini, Medha; Boulay, Brian; Dai, Yang; Layden, Brian T",United States,1531-7056,5,<a href='https://pubmed.ncbi.nlm.nih.gov/38900442'>Current opinion in gastroenterology</a>,Curr Opin Gastroenterol,40,eng,413-421,11305980,38900442,2024 Sep 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11305980'>Alterations in microbiome associated with acute pancreatitis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38900442&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11305980/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38900442'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11305980/'>Cited By, Google</a>", ,38900442,2024,15317056,curr opin gastroenterol,,,,Curr Opin Gastroenterol,Unknown,,False,False,False,
P30AG013854,"Vanderbilt Memory and Alzheimer's Center, Vanderbilt University School of Medicine, Nashville, TN.",2024,"Peterson, Amalia; Sathe, Aditi; Zaras, Dimitrios; Yang, Yisu; Durant, Alaina; Deters, Kacie D; Shashikumar, Niranjana; Pechman, Kimberly R; Kim, Michael E; Gao, Chenyu; Khairi, Nazirah Mohd; Li, Zhiyuan; Yao, Tianyuan; Huo, Yuankai; Dumitrescu, Logan; Gifford, Katherine A; Wilson, Jo Ellen; Cambronero, Francis; Risacher, Shannon L; Beason-Held, Lori L; An, Yang; Arfanakis, Konstantinos; Erus, Guray; Davatzikos, Christos; Tosun, Duygu; Toga, Arthur W; Thompson, Paul M; Mormino, Elizabeth C; Zhang, Panpan; Schilling, Kurt; Alzheimer’s Disease Neuroimaging Initiative (ADNI); BIOCARD Study Team; Alzheimer’s Disease Sequencing Project (ADSP); Albert, Marilyn; Kukull, Walter; Biber, Sarah A; Landman, Bennett A; Johnson, Sterling C; Schneider, Julie; Barnes, Lisa L; Bennett, David A; Jefferson, Angela L; Resnick, Susan M; Saykin, Andrew J; Hohman, Timothy J; Archer, Derek B",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38915636'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11195046,38915636,2024 Jun 12,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11195046'>Sex, racial, and APOE-ε4 allele differences in longitudinal white matter microstructure in multiple cohorts of aging and Alzheimer's disease.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38915636&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11195046/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38915636'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11195046/'>Cited By, Google</a>", ,38915636,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
K99HD108424,"Department of Obstetrics and Gynecology, Washington University School of Medicine, St. Louis, MO, USA.",2024,"Pietroforte, Sara; Plough, Makenzie; Amargant, Farners",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38915651'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11195110,38915651,2024 Jun 10,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11195110'>Age-associated increased stiffness of the ovarian microenvironment impairs follicle development and oocyte quality and rapidly alters follicle gene expression.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38915651&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11195110/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38915651'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11195110/'>Cited By, Google</a>", ,38915651,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
U01HL146240,"Faculty of Health Sciences, Simon Fraser University, Burnaby, British Columbia, Canada.",2024,"Shahid, Aniqa; Jones, Bradley R; Duncan, Maggie C; MacLennan, Signe; Dapp, Michael J; Kuniholm, Mark H; Aouizerat, Bradley; Archin, Nancie M; Gange, Stephen; Ofotokun, Igho; Fischl, Margaret A; Kassaye, Seble; Goldstein, Harris; Anastos, Kathryn; Joy, Jeffrey B; Brumme, Zabrina L",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38947061'>Research square</a>,Res Sq, ,eng, ,11213167,38947061,2024 Jun 13,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11213167'>A simple phylogenetic approach to analyze hypermutated HIV proviruses reveals insights into their dynamics and persistence during antiretroviral therapy.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38947061&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11213167/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38947061'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11213167/'>Cited By, Google</a>", ,38947061,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
OT2OD026557,"Department of Anatomy and Cell Biology, Schulich School of Medicine and Dentistry, Western University, London, ON, Canada.",2024,"Thorpe, Hayley H A; Fontanillas, Pierre; Meredith, John J; Jennings, Mariela V; Cupertino, Renata B; Pakala, Shreya; 23andMe Research Team; Elson, Sarah L; Khokhar, Jibran Y; Davis, Lea K; Johnson, Emma C; Palmer, Abraham A; Sanchez-Roige, Sandra",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38947071'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11213095,38947071,2024 Jun 15,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11213095'>Genome-wide association studies of lifetime and frequency cannabis use in 131,895 individuals.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38947071&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11213095/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38947071'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11213095/'>Cited By, Google</a>", ,38947071,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
